date,mobility
2021-01-01,-54.145543345543345
2021-01-02,-23.93484848484848
2021-01-03,-16.255845181674566
2021-01-04,-19.06726618705036
2021-01-05,-16.89904076738609
2021-01-06,-17.700779376498797
2021-01-07,-17.330695443645087
2021-01-08,-18.07725631768953
2021-01-09,-15.877973568281934
2021-01-10,-16.788810641627542
2021-01-11,-17.74724220623501
2021-01-12,-17.967865707434054
2021-01-13,-18.60497601918465
2021-01-14,-21.030275779376495
2021-01-15,-19.923007246376812
2021-01-16,-22.51388888888889
2021-01-17,-21.090077519379847
2021-01-18,-18.692625899280575
2021-01-19,-18.46828537170264
2021-01-20,-18.193944844124697
2021-01-21,-18.473561151079135
2021-01-22,-18.876173285198558
2021-01-23,-18.637700145560405
2021-01-24,-21.64976744186047
2021-01-25,-18.624880095923263
2021-01-26,-19.10695443645084
2021-01-27,-17.171163069544367
2021-01-28,-17.35017985611511
2021-01-29,-18.360671462829735
2021-01-30,-16.970087336244543
2021-01-31,-16.702751572327045
2021-02-01,-16.006354916067146
2021-02-02,-21.384892086330936
2021-02-03,-19.94502398081535
2021-02-04,-15.901498800959233
2021-02-05,-18.942599277978342
2021-02-06,-18.22923976608187
2021-02-07,-17.66001564945227
2021-02-08,-21.18688327316486
2021-02-09,-16.42302158273381
2021-02-10,-15.484232613908873
2021-02-11,-15.571282973621102
2021-02-12,-16.004287439613528
2021-02-13,-13.764601769911506
2021-02-14,-10.241121495327105
2021-02-15,-31.070577617328517
2021-02-16,-20.904916067146278
2021-02-17,-13.559652278177458
2021-02-18,-13.645203836930454
2021-02-19,-13.31829121540313
2021-02-20,-9.49185351270553
2021-02-21,-7.958968253968253
2021-02-22,-14.528717026378898
2021-02-23,-13.886570743405274
2021-02-24,-12.410071942446043
2021-02-25,-12.427458033573144
2021-02-26,-11.547292418772562
2021-02-27,-10.749629629629629
2021-02-28,-8.267456556082148
2021-03-01,-16.282194244604316
2021-03-02,-18.00863309352518
2021-03-03,-13.864388489208634
2021-03-04,-13.715227817745802
2021-03-05,-14.465700483091785
2021-03-06,-9.149404761904762
2021-03-07,-6.093996840442339
2021-03-08,-11.58705035971223
2021-03-09,-10.680155875299759
2021-03-10,-9.595983213429257
2021-03-11,-9.675359712230216
2021-03-12,-9.696750902527075
2021-03-13,-4.385276532137518
2021-03-14,-8.08262578616352
2021-03-15,-12.096342925659474
2021-03-16,-10.540107913669063
2021-03-17,-8.487410071942445
2021-03-18,-8.974040767386091
2021-03-19,-10.072442839951865
2021-03-20,-0.5568759342301943
2021-03-21,1.4781746031746033
2021-03-22,-7.250959232613909
2021-03-23,-7.280275779376498
2021-03-24,-8.364808153477219
2021-03-25,-6.389208633093525
2021-03-26,-11.432487922705315
2021-03-27,-5.592301943198805
2021-03-28,-9.116429699842023
2021-03-29,-11.206354916067147
2021-03-30,-7.555815347721822
2021-03-31,-6.32494004796163
2021-04-01,-2.6605515587529975
2021-04-02,-30.006894484412474
2021-04-03,-0.874627976190476
2021-04-04,-18.99449685534591
2021-04-05,-22.18687050359712
2021-04-06,-8.414268585131895
2021-04-07,-7.280875299760193
