date,mobility
2020-02-15,3.65448717948718
2020-02-16,11.765760869565215
2020-02-17,-19.760159362549796
2020-02-18,-0.19380165289256188
2020-02-19,0.014217687074829762
2020-02-20,2.7522448979591836
2020-02-21,0.802591036414566
2020-02-22,7.584535256410256
2020-02-23,12.760833333333332
2020-02-24,2.9163877266387725
2020-02-25,2.8063360881542705
2020-02-26,2.063292011019284
2020-02-27,-6.7112685560053995
2020-02-28,0.6233748271092671
2020-02-29,6.917222222222223
2020-03-01,10.952209944751383
2020-03-02,-0.07352537722908097
2020-03-03,0.7193197278911565
2020-03-04,-0.5794715447154472
2020-03-05,1.4972677595628416
2020-03-06,-0.2556927297668036
2020-03-07,4.809888357256778
2020-03-08,10.32801801801802
2020-03-09,2.3953277545327754
2020-03-10,-1.1666666666666665
2020-03-11,3.0556927297668035
2020-03-12,7.328052126200275
2020-03-13,1.7710562414266118
2020-03-14,0.948111658456486
2020-03-15,2.5852165725047076
2020-03-16,-4.205374149659865
2020-03-17,-11.86726907630522
2020-03-18,-14.927777777777777
2020-03-19,-16.160474308300394
2020-03-20,-22.616600790513836
2020-03-21,-23.487
2020-03-22,-27.551018518518518
2020-03-23,-27.51231884057971
2020-03-24,-32.11449553001277
2020-03-25,-35.18010139416984
2020-03-26,-36.42360050890586
2020-03-27,-35.60426356589148
2020-03-28,-35.85690235690235
2020-03-29,-40.03425925925926
2020-03-30,-39.17361647361648
2020-03-31,-36.1832702020202
2020-04-01,-36.9072601010101
2020-04-02,-38.4502544529262
2020-04-03,-38.53301158301158
2020-04-04,-36.23083333333334
2020-04-05,-43.817238095238096
2020-04-06,-35.69967824967825
2020-04-07,-35.952083333333334
2020-04-08,-35.62992424242424
2020-04-09,-32.023218829516544
2020-04-10,-58.93250950570342
2020-04-11,-33.12138047138047
2020-04-12,-51.4443820224719
2020-04-13,-48.37929292929293
2020-04-14,-34.86026615969582
2020-04-15,-34.56043256997456
2020-04-16,-34.08269720101781
2020-04-17,-35.15865633074935
2020-04-18,-30.70858333333333
2020-04-19,-40.56514285714285
2020-04-20,-29.737966537966543
2020-04-21,-32.79656488549619
2020-04-22,-33.55494296577947
2020-04-23,-31.056194125159642
2020-04-24,-30.98743489583333
2020-04-25,-26.178787878787876
2020-04-26,-35.399127906976744
2020-04-27,-28.32653594771242
2020-04-28,-27.900127713920813
2020-04-29,-28.079629629629633
2020-04-30,-28.574840357598983
2020-05-01,-27.100784313725494
2020-05-02,-22.368083333333335
2020-05-03,-27.48362235067437
2020-05-04,-24.437598425196853
2020-05-05,-23.46828793774319
2020-05-06,-21.974160206718345
2020-05-07,-22.528923476005186
2020-05-08,-23.12951251646904
2020-05-09,-17.332244556113903
2020-05-10,-22.776647286821706
2020-05-11,-20.6478
2020-05-12,-20.89928664072633
2020-05-13,-18.826653696498056
2020-05-14,-18.30201822916667
2020-05-15,-19.570487483530965
2020-05-16,-10.680427350427351
2020-05-17,-16.707267441860466
2020-05-18,-42.00811320754717
2020-05-19,-14.393766404199473
2020-05-20,-12.794947506561678
2020-05-21,-13.57359477124183
2020-05-22,-13.364666666666666
2020-05-23,-4.590940170940171
2020-05-24,-3.5677514792899405
2020-05-25,-13.12815860215054
2020-05-26,-12.755533596837944
2020-05-27,-11.177296587926511
2020-05-28,-11.471739130434782
2020-05-29,-11.8422
2020-05-30,-3.278178694158076
2020-05-31,-3.6231589147286827
2020-06-01,-9.67638326585695
2020-06-02,-11.568915343915345
2020-06-03,-11.420238095238096
2020-06-04,-8.688621151271754
2020-06-05,-8.716056910569105
2020-06-06,-2.425595238095238
2020-06-07,0.9596078431372549
2020-06-08,-9.126858513189447
2020-06-09,-9.833693045563548
2020-06-10,-8.792146282973622
2020-06-11,-7.992446043165468
2020-06-12,-7.9988009592326135
2020-06-13,3.3162079510703366
2020-06-14,6.070197044334975
2020-06-15,-6.433573141486811
2020-06-16,-5.477098321342925
2020-06-17,-6.228896882494005
2020-06-18,-5.2840527577937655
2020-06-19,-4.229436450839328
2020-06-20,8.14048706240487
2020-06-21,10.991333333333332
2020-06-22,-7.702158273381296
2020-06-23,-5.946163069544364
2020-06-24,-19.939868105515586
2020-06-25,-4.236091127098322
2020-06-26,-4.769904076738609
2020-06-27,4.645984848484849
2020-06-28,8.601477832512314
2020-06-29,-6.174460431654675
2020-06-30,-2.3443645083932854
2020-07-01,-25.4552757793765
2020-07-02,-5.192146282973621
2020-07-03,-6.041606714628297
2020-07-04,9.160151515151517
2020-07-05,12.400323624595469
2020-07-06,-5.396342925659472
2020-07-07,-6.124580335731415
2020-07-08,-6.3689448441247
2020-07-09,-4.559772182254197
2020-07-10,-4.979076738609113
2020-07-11,4.965905631659056
2020-07-12,10.917154471544716
2020-07-13,-6.402038369304556
2020-07-14,-6.0746402877697845
2020-07-15,-5.3042565947242215
2020-07-16,-4.979556354916067
2020-07-17,-4.613549160671463
2020-07-18,10.079984779299847
2020-07-19,9.178398058252426
2020-07-20,-5.310791366906474
2020-07-21,-6.05341726618705
2020-07-22,-7.190947242206236
2020-07-23,-5.873441247002398
2020-07-24,-5.877858002406739
2020-07-25,9.620243531202433
2020-07-26,11.24528455284553
2020-07-27,-8.945923261390888
2020-07-28,-7.437410071942447
2020-07-29,-7.156534772182253
2020-07-30,-5.15773381294964
2020-07-31,-4.704676258992806
2020-08-01,12.00958904109589
2020-08-02,8.121440129449839
2020-08-03,-19.823201438848923
2020-08-04,-8.007613908872901
2020-08-05,-4.964208633093525
2020-08-06,-4.3618105515587535
2020-08-07,-5.498255114320096
2020-08-08,12.21788990825688
2020-08-09,11.20957095709571
2020-08-10,-5.563968824940048
2020-08-11,-6.481294964028777
2020-08-12,-5.29052757793765
2020-08-13,-3.6483213429256596
2020-08-14,-4.055395683453238
2020-08-15,11.747247706422018
2020-08-16,11.16980198019802
2020-08-17,-8.06557734204793
2020-08-18,-6.480379746835443
2020-08-19,-6.797693920335431
2020-08-20,-6.8207805907173
2020-08-21,-6.586423841059604
