date,reported,revised,mobility
2021-11-26,3037.0,3051,-1.0114545454545454
2021-11-27,1528.0,1615,-0.4206845238095238
2021-11-28,1179.0,1292,-0.1915481832543444
2021-11-29,5105.0,4920,-1.3277978339350178
2021-11-30,2363.0,2409,-0.7552757793764989
2021-12-01,3286.0,3252,-0.1658872901678657
2021-12-02,3263.0,3274,-0.6876498800959233
2021-12-03,3558.0,3564,-1.3205314009661837
2021-12-04,1912.0,1997,0.0189088191330343
2021-12-05,1648.0,1803,-1.6735981308411214
2021-12-06,6173.0,5986,-8.544283995186522
2021-12-07,3036.0,2984,-0.6408872901678658
2021-12-08,3791.0,3801,-0.499820143884892
2021-12-09,4229.0,4193,-1.5793165467625898
2021-12-10,2998.0,3097,0.0480535279805353
2021-12-11,4426.0,4707,-2.406081081081081
2021-12-12,2189.0,2453,2.324365079365079
2021-12-13,8511.0,8034,2.0213598074608905
2021-12-14,4484.0,4499,1.790854392298436
2021-12-15,6197.0,6253,1.0882494004796162
2021-12-16,7456.0,7611,2.0964628297362107
2021-12-17,8997.0,9265,0.3073600973236012
2021-12-18,5133.0,5445,-0.216592261904762
2021-12-19,5612.0,6026,1.1086477987421386
2021-12-20,20008.0,19350,-0.5851318944844124
2021-12-21,12271.0,12252,-1.8812949640287768
2021-12-22,15863.0,15684,-2.7739208633093533
2021-12-23,22950.0,22620,-3.21630695443645
2021-12-24,23464.0,26234,-22.40929256594724
2021-12-25,9319.0,16082,-54.04277539341916
2021-12-26,8995.0,13666,-19.337651515151517
2021-12-27,25366.0,25073,-29.43013285024155
2021-12-28,20533.0,23768,-24.19904076738609
2021-12-29,55130.0,54725,-19.992865707434053
2021-12-30,37582.0,41698,-16.595923261390887
2021-12-31,41400.0,46363,-23.03039568345324
2022-01-01,17386.0,24350,-46.703672316384186
2022-01-02,18878.0,23817,-19.88858447488584
2022-01-03,55322.0,56181,-23.275
2022-01-04,47814.0,45527,-16.316306954436453
2022-01-05,40245.0,40111,-14.294304556354916
2022-01-06,42149.0,42069,-15.164868105515586
2022-01-07,44451.0,44405,-16.758784596871244
2022-01-08,21995.0,23225,-14.583260869565216
2022-01-09,20508.0,21536,-19.21330275229358
2022-01-10,74031.0,72364,-12.695983213429258
2022-01-11,29287.0,29361,-14.979856115107916
2022-01-12,35720.0,35685,-12.982254196642684
2022-01-13,31659.0,31605,-10.901199040767388
2022-01-14,39957.0,40605,-12.420336943441637
2022-01-15,12531.0,12934,-16.53625730994152
2022-01-16,10763.0,11563,-17.56088280060883
2022-01-17,53697.0,54742,-17.685011990407673
2022-01-18,20199.0,20328,-11.31720623501199
2022-01-19,23987.0,24040,-11.436990407673862
2022-01-20,22825.0,22890,-7.599340527577938
2022-01-21,22244.0,22675,-10.731227436823106
2022-01-22,10368.0,10731,-10.037555555555556
2022-01-23,9682.0,10007,-10.564728682170545
2022-01-24,24808.0,24058,-10.04484412470024
2022-01-25,24500.0,24347,-8.634772182254197
2022-01-26,19869.0,19186,-9.755815347721825
2022-01-27,18166.0,18105,-7.014148681055156
2022-01-28,17687.0,17712,-7.306618531889289
2022-01-29,7304.0,7467,-12.846000000000002
2022-01-30,6109.0,6278,-10.420542635658911
2022-01-31,24994.0,24751,-7.500539568345324
2022-02-01,11322.0,11271,-7.55661853188929
2022-02-02,15495.0,15492,-7.530035971223023
2022-02-03,13853.0,13937,-7.797901678657074
2022-02-04,14032.0,13963,-13.773044524669077
2022-02-05,5467.0,5576,-7.567404129793509
2022-02-06,4517.0,4579,-5.556404320987655
2022-02-07,18922.0,18804,-5.35222623345367
2022-02-08,9108.0,9068,-7.280755395683454
2022-02-09,11527.0,11510,-5.501139088729016
2022-02-10,10143.0,10158,-4.322541966426859
2022-02-11,7981.0,8084,-5.743922984356198
2022-02-12,6710.0,6704,-2.920570570570571
2022-02-13,3260.0,5777,-3.426434108527132
2022-02-14,14067.0,14083,-5.187230215827338
2022-02-15,6287.0,6305,-6.58273381294964
2022-02-16,8354.0,8326,-5.091906474820145
2022-02-17,7247.0,7239,-6.599880095923261
2022-02-18,7439.0,7436,-12.304572803850782
2022-02-19,2641.0,2850,-7.117111111111111
2022-02-20,1966.0,3585,-3.641705069124424
2022-02-21,2493.0,2700,-20.80515587529976
2022-02-22,9904.0,9889,-6.782793764988009
2022-02-23,10224.0,10243,-8.261870503597123
2022-02-24,5829.0,5837,-3.2305155875299763
2022-02-25,7895.0,7924,-7.999338146811071
2022-02-26,695.0,1017,-2.1625185185185187
2022-02-27,2735.0,4159,-5.086619718309859
2022-02-28,11037.0,11139,-5.994904076738609
2022-03-01,3423.0,3321,-5.444424460431655
2022-03-02,8087.0,8087,-5.610851318944844
2022-03-03,5179.0,5179,-5.252937649880096
2022-03-04,8922.0,8922,-6.638447653429602
2022-03-05,1767.0,1767,-1.4248148148148148
2022-03-06,1308.0,2321,-7.316043613707166
2022-03-07,9433.0,9433,-6.823920863309352
2022-03-08,4835.0,4835,-6.358453237410072
2022-03-09,7673.0,7673,-4.242925659472422
2022-03-10,4528.0,5910,-2.526318944844125
2022-03-11,7292.0,7292,-5.1086352657004825
2022-03-12,1364.0,1364,-8.796636771300447
2022-03-13,1120.0,1120,-5.7227699530516425
